TransactionID,UserID,CourseID,TeacherID,UserName,Age_x,Gender_x,Email,CourseName,CourseCategory,CourseLevel,CourseRating,TeacherName,Age_y,Gender_y,Expertise,YearsOfExperience,TeacherRating
TR03103,U02820,C0039,T0015,denise57,30,Male,brenda00@gmail.com,Course_39,Programming,Beginner,3.87,Teacher_15,54,Male,Business,23,3.79
TR03104,U00256,C0156,T0007,pearsonannette,35,Female,humphreyjennifer@gmail.com,Course_156,Programming,Intermediate,4.35,Teacher_7,35,Female,Data Science,20,4.1
TR03105,U00135,C0158,T0017,josephmichael,17,Female,clarknicholas@gmail.com,Course_158,Marketing,Advanced,4.06,Teacher_17,45,Female,Data Science,28,3.97
TR03106,U00875,C0037,T0086,lauren47,23,Male,cnorman@hotmail.com,Course_37,Business,Advanced,3.83,Teacher_86,36,Female,Programming,13,3.37
TR03107,U00822,C0119,T0086,iweber,35,Female,allenjason@gmail.com,Course_119,Business,Intermediate,3.33,Teacher_86,36,Female,Programming,13,3.37
TR03108,U02136,C0067,T0118,patrick78,33,Male,yhicks@gmail.com,Course_67,Programming,Beginner,4.62,Teacher_118,31,Female,Data Science,21,3.52
TR03109,U00823,C0043,T0064,burgessashley,22,Male,jsalinas@outlook.com,Course_43,Programming,Advanced,2.65,Teacher_64,49,Male,Business,19,3.87
TR03110,U00974,C0052,T0012,qcraig,31,Male,stephensonelizabeth@yahoo.com,Course_52,Marketing,Beginner,4.03,Teacher_12,46,Female,Programming,14,3.61
TR03111,U02982,C0101,T0082,xfischer,20,Female,brian61@hotmail.com,Course_101,Data Science,Beginner,3.22,Teacher_82,52,Male,Marketing,22,3.8
TR03112,U01778,C0056,T0056,phillip31,24,Female,robertnavarro@outlook.com,Course_56,Data Science,Intermediate,3.93,Teacher_56,32,Female,Design,16,3.49
TR03113,U00121,C0076,T0046,htanner,27,Female,donaldbrennan@hotmail.com,Course_76,Data Science,Advanced,4.64,Teacher_46,30,Male,Data Science,7,3.17
TR03114,U01638,C0068,T0047,jonathan56,26,Male,leesavannah@yahoo.com,Course_68,Programming,Intermediate,2.96,Teacher_47,28,Female,Data Science,4,3.07
TR03115,U01365,C0137,T0079,thull,25,Male,meganwalters@yahoo.com,Course_137,Marketing,Beginner,3.08,Teacher_79,59,Male,Programming,1,3.11
TR03116,U01008,C0106,T0101,julie04,18,Male,enewton@outlook.com,Course_106,Design,Beginner,4.85,Teacher_101,50,Female,Data Science,5,3.37
TR03117,U00925,C0125,T0016,tjackson,31,Male,mmendoza@yahoo.com,Course_125,Design,Advanced,3.73,Teacher_16,26,Female,Design,15,3.38
TR03118,U00645,C0092,T0069,dennis23,23,Female,johnsonkimberly@yahoo.com,Course_92,Data Science,Beginner,3.85,Teacher_69,31,Male,Programming,5,3.19
TR03119,U02033,C0023,T0002,jasmineharris,25,Male,goodwinmichael@outlook.com,Course_23,Data Science,Beginner,3.51,Teacher_2,39,Female,Business,26,3.49
TR03120,U02762,C0191,T0116,thomas14,21,Female,zobrien@hotmail.com,Course_191,Programming,Advanced,3.46,Teacher_116,37,Female,Data Science,26,3.62
TR03121,U02908,C0109,T0092,ryan37,34,Male,shannonhahn@yahoo.com,Course_109,Data Science,Intermediate,3.73,Teacher_92,46,Female,Design,5,2.87
TR03122,U02069,C0061,T0105,cassandra76,18,Male,davidweber@gmail.com,Course_61,Programming,Intermediate,3.64,Teacher_105,39,Female,Data Science,14,3.5
TR03123,U00242,C0168,T0054,wernerjesus,27,Male,joe20@gmail.com,Course_168,Design,Beginner,3.72,Teacher_54,55,Female,Programming,8,3.17
TR03124,U02503,C0044,T0027,nholt,16,Female,robert11@gmail.com,Course_44,Business,Advanced,3.97,Teacher_27,31,Female,Business,26,3.8
TR03125,U02669,C0152,T0031,yangbrandon,25,Male,hlucas@gmail.com,Course_152,Business,Advanced,5.0,Teacher_31,28,Male,Business,20,3.77
TR03126,U02351,C0179,T0041,cindyking,22,Female,colleen26@hotmail.com,Course_179,Data Science,Intermediate,4.19,Teacher_41,59,Male,Programming,21,3.69
TR03127,U01620,C0186,T0036,dtorres,19,Female,donovankatherine@gmail.com,Course_186,Programming,Intermediate,3.17,Teacher_36,26,Male,Business,11,3.56
TR03128,U00803,C0161,T0047,vyoung,26,Male,murphyelijah@hotmail.com,Course_161,Design,Advanced,4.57,Teacher_47,28,Female,Data Science,4,3.07
TR03129,U00964,C0016,T0043,melissa75,16,Female,chavezbryce@outlook.com,Course_16,Marketing,Beginner,4.11,Teacher_43,41,Female,Programming,12,3.78
TR03130,U00069,C0022,T0065,gainesandrew,27,Female,woodashley@outlook.com,Course_22,Programming,Intermediate,3.74,Teacher_65,53,Male,Business,28,4.12
TR03131,U01153,C0057,T0050,stevenbarron,15,Female,amy11@hotmail.com,Course_57,Data Science,Advanced,3.71,Teacher_50,50,Female,Programming,20,3.91
TR03132,U00196,C0062,T0093,susan34,23,Female,alexandragreen@outlook.com,Course_62,Programming,Intermediate,4.05,Teacher_93,51,Male,Programming,22,3.73
TR03133,U02188,C0107,T0001,littlejulie,17,Female,jamesrusso@yahoo.com,Course_107,Data Science,Advanced,4.11,Teacher_1,53,Female,Business,28,3.86
TR03134,U02331,C0071,T0072,xschwartz,25,Female,yfuller@hotmail.com,Course_71,Data Science,Beginner,3.3,Teacher_72,25,Female,Marketing,23,3.72
TR03135,U02360,C0090,T0057,martin48,18,Female,william32@hotmail.com,Course_90,Data Science,Beginner,4.31,Teacher_57,38,Female,Business,13,3.46
TR03136,U00746,C0072,T0016,brianwright,28,Male,middletonmiranda@gmail.com,Course_72,Data Science,Intermediate,3.61,Teacher_16,26,Female,Design,15,3.38
TR03137,U01689,C0070,T0028,burnsjoel,30,Female,james38@outlook.com,Course_70,Design,Intermediate,3.81,Teacher_28,45,Male,Programming,26,3.72
TR03138,U00277,C0030,T0086,oriddle,21,Male,jeremy92@hotmail.com,Course_30,Programming,Intermediate,3.79,Teacher_86,36,Female,Programming,13,3.37
TR03139,U00061,C0103,T0082,vincent12,32,Female,yscott@outlook.com,Course_103,Programming,Intermediate,3.36,Teacher_82,52,Male,Marketing,22,3.8
TR03140,U01914,C0151,T0022,ryanadkins,32,Female,christopher63@gmail.com,Course_151,Marketing,Beginner,3.53,Teacher_22,51,Female,Data Science,19,3.05
TR03141,U02100,C0032,T0041,francisholly,15,Female,dacosta@gmail.com,Course_32,Programming,Advanced,3.17,Teacher_41,59,Male,Programming,21,3.69
TR03142,U02201,C0086,T0076,lauriealexander,20,Male,michaela21@outlook.com,Course_86,Data Science,Beginner,4.22,Teacher_76,41,Female,Design,1,2.86
TR03143,U01773,C0057,T0019,tanya67,17,Male,ernestgregory@outlook.com,Course_57,Data Science,Advanced,3.71,Teacher_19,36,Female,Design,2,3.54
TR03144,U01335,C0109,T0089,markpotter,16,Female,tortiz@yahoo.com,Course_109,Data Science,Intermediate,3.73,Teacher_89,47,Female,Programming,16,3.79
TR03145,U01838,C0009,T0050,haynesrobert,24,Male,lwebster@hotmail.com,Course_9,Programming,Beginner,4.14,Teacher_50,50,Female,Programming,20,3.91
TR03146,U02592,C0031,T0059,gibbsbrian,15,Male,andreanewman@outlook.com,Course_31,Data Science,Intermediate,3.49,Teacher_59,45,Female,Programming,28,3.69
TR03147,U00567,C0071,T0069,edeleon,20,Male,mendezjonathan@hotmail.com,Course_71,Data Science,Beginner,3.3,Teacher_69,31,Male,Programming,5,3.19
TR03148,U01572,C0137,T0034,harrisonstephen,29,Female,adam98@yahoo.com,Course_137,Marketing,Beginner,3.08,Teacher_34,33,Female,Programming,15,3.59
TR03149,U00622,C0013,T0039,xhernandez,28,Female,hoodmelinda@yahoo.com,Course_13,Marketing,Intermediate,4.05,Teacher_39,31,Male,Design,1,3.26
TR03150,U02026,C0186,T0074,danielle92,19,Female,amyrobinson@outlook.com,Course_186,Programming,Intermediate,3.17,Teacher_74,48,Male,Marketing,12,3.3
TR03151,U01201,C0131,T0111,burtonbryan,28,Male,martinjames@gmail.com,Course_131,Data Science,Intermediate,4.51,Teacher_111,28,Female,Programming,20,4.31
TR03152,U00314,C0035,T0007,tgonzalez,19,Female,carmen64@gmail.com,Course_35,Data Science,Advanced,3.36,Teacher_7,35,Female,Data Science,20,4.1
TR03153,U02855,C0021,T0101,knightmichael,18,Female,jamesmullins@yahoo.com,Course_21,Marketing,Beginner,4.8,Teacher_101,50,Female,Data Science,5,3.37
TR03154,U02896,C0064,T0111,zacharycox,30,Male,william90@gmail.com,Course_64,Marketing,Beginner,4.75,Teacher_111,28,Female,Programming,20,4.31
TR03155,U02145,C0095,T0052,jeffreymartin,16,Female,johnsonrebecca@yahoo.com,Course_95,Business,Advanced,4.46,Teacher_52,34,Female,Programming,3,3.11
TR03156,U02929,C0180,T0060,rodriguezdaniel,16,Female,lisacastillo@outlook.com,Course_180,Business,Intermediate,4.31,Teacher_60,40,Male,Design,10,3.96
TR03157,U01237,C0034,T0052,savannah66,24,Male,amandacontreras@outlook.com,Course_34,Marketing,Beginner,4.04,Teacher_52,34,Female,Programming,3,3.11
TR03158,U02877,C0121,T0079,pattonmichael,28,Male,williamslauren@gmail.com,Course_121,Business,Beginner,4.09,Teacher_79,59,Male,Programming,1,3.11
TR03159,U00137,C0163,T0106,lawrencesanchez,15,Female,donaldtaylor@outlook.com,Course_163,Programming,Beginner,3.98,Teacher_106,39,Female,Business,28,3.7
TR03160,U01030,C0015,T0024,jkennedy,23,Female,jonesalexandra@outlook.com,Course_15,Marketing,Advanced,4.24,Teacher_24,40,Male,Design,26,4.04
TR03161,U02157,C0120,T0026,nschmidt,29,Male,aprilpeters@yahoo.com,Course_120,Business,Advanced,4.37,Teacher_26,27,Male,Marketing,22,3.55
TR03162,U02595,C0096,T0090,jrogers,17,Male,aaron43@gmail.com,Course_96,Data Science,Intermediate,3.91,Teacher_90,48,Male,Marketing,29,3.92
TR03163,U00662,C0006,T0110,greggcarter,30,Female,debra93@gmail.com,Course_6,Design,Beginner,4.75,Teacher_110,56,Male,Programming,14,3.75
TR03164,U02473,C0109,T0090,angela83,31,Female,scardenas@outlook.com,Course_109,Data Science,Intermediate,3.73,Teacher_90,48,Male,Marketing,29,3.92
TR03165,U02678,C0097,T0010,karina24,19,Female,kelly18@outlook.com,Course_97,Design,Advanced,3.74,Teacher_10,48,Female,Design,14,3.47
TR03166,U02309,C0032,T0017,butlerjohn,23,Female,jimenezgina@hotmail.com,Course_32,Programming,Advanced,3.17,Teacher_17,45,Female,Data Science,28,3.97
TR03167,U00087,C0180,T0117,sjoseph,19,Female,jacqueline74@yahoo.com,Course_180,Business,Intermediate,4.31,Teacher_117,56,Male,Business,16,3.28
TR03168,U02513,C0083,T0078,thompsonmegan,23,Male,iferguson@yahoo.com,Course_83,Programming,Advanced,3.88,Teacher_78,59,Male,Programming,26,3.94
TR03169,U02124,C0156,T0002,smithtony,15,Female,emccoy@gmail.com,Course_156,Programming,Intermediate,4.35,Teacher_2,39,Female,Business,26,3.49
TR03170,U02519,C0118,T0112,christina77,29,Male,vpeters@hotmail.com,Course_118,Business,Intermediate,3.14,Teacher_112,54,Female,Programming,5,2.94
TR03171,U02462,C0192,T0077,martinezmegan,26,Male,omiller@yahoo.com,Course_192,Marketing,Beginner,4.53,Teacher_77,32,Male,Business,26,3.62
TR03172,U02873,C0079,T0027,henrychristine,33,Female,qsmith@gmail.com,Course_79,Design,Intermediate,3.74,Teacher_27,31,Female,Business,26,3.8
TR03173,U02943,C0078,T0073,lhiggins,19,Female,wjones@yahoo.com,Course_78,Programming,Beginner,3.44,Teacher_73,32,Female,Design,9,3.05
TR03174,U02774,C0147,T0071,ccastillo,19,Male,rileydaisy@hotmail.com,Course_147,Data Science,Advanced,3.54,Teacher_71,48,Female,Programming,21,3.99
TR03175,U02505,C0107,T0048,kristieharris,35,Female,lisa70@hotmail.com,Course_107,Data Science,Advanced,4.11,Teacher_48,53,Female,Business,6,3.53
TR03176,U01309,C0126,T0074,tpowell,35,Male,rolson@outlook.com,Course_126,Programming,Intermediate,3.61,Teacher_74,48,Male,Marketing,12,3.3
TR03177,U01701,C0015,T0120,tracy73,22,Male,jeannevargas@yahoo.com,Course_15,Marketing,Advanced,4.24,Teacher_120,52,Female,Marketing,4,2.98
TR03178,U02701,C0134,T0118,jessica75,23,Female,uoneal@gmail.com,Course_134,Business,Advanced,4.49,Teacher_118,31,Female,Data Science,21,3.52
TR03179,U02720,C0073,T0009,gsteele,22,Male,judy66@yahoo.com,Course_73,Data Science,Advanced,3.44,Teacher_9,48,Female,Business,8,3.62
TR03180,U00495,C0101,T0086,johnsonchristina,35,Female,tara89@yahoo.com,Course_101,Data Science,Beginner,3.22,Teacher_86,36,Female,Programming,13,3.37
TR03181,U01648,C0098,T0023,mmosley,22,Female,jessica65@hotmail.com,Course_98,Programming,Advanced,4.52,Teacher_23,52,Male,Programming,25,3.79
TR03182,U01943,C0166,T0071,james23,17,Male,sarahscott@yahoo.com,Course_166,Design,Advanced,4.91,Teacher_71,48,Female,Programming,21,3.99
TR03183,U01069,C0026,T0112,jonyoung,35,Male,travis38@yahoo.com,Course_26,Business,Advanced,4.55,Teacher_112,54,Female,Programming,5,2.94
TR03184,U01425,C0092,T0073,usanchez,25,Female,milleramanda@yahoo.com,Course_92,Data Science,Beginner,3.85,Teacher_73,32,Female,Design,9,3.05
TR03185,U00597,C0125,T0027,suzanne13,28,Female,julielivingston@gmail.com,Course_125,Design,Advanced,3.73,Teacher_27,31,Female,Business,26,3.8
TR03186,U00450,C0179,T0088,colemanroy,20,Male,lyonsjohn@outlook.com,Course_179,Data Science,Intermediate,4.19,Teacher_88,57,Male,Marketing,1,3.48
TR03187,U00485,C0073,T0093,garrettevans,29,Female,whitetimothy@gmail.com,Course_73,Data Science,Advanced,3.44,Teacher_93,51,Male,Programming,22,3.73
TR03188,U00646,C0123,T0081,smurphy,29,Female,jamie76@hotmail.com,Course_123,Business,Beginner,4.01,Teacher_81,29,Female,Design,2,2.93
TR03189,U02668,C0053,T0084,angelarodriguez,26,Male,mercadolarry@yahoo.com,Course_53,Marketing,Intermediate,4.01,Teacher_84,33,Female,Business,25,3.41
TR03190,U01630,C0184,T0071,laurie24,33,Male,fnichols@gmail.com,Course_184,Design,Beginner,4.23,Teacher_71,48,Female,Programming,21,3.99
TR03191,U00662,C0187,T0043,greggcarter,30,Female,debra93@gmail.com,Course_187,Programming,Beginner,4.21,Teacher_43,41,Female,Programming,12,3.78
TR03192,U00758,C0198,T0104,jacobcherry,16,Male,wongana@yahoo.com,Course_198,Programming,Advanced,3.74,Teacher_104,33,Male,Data Science,29,3.97
TR03193,U00289,C0078,T0007,christopher37,17,Female,johnsonchad@hotmail.com,Course_78,Programming,Beginner,3.44,Teacher_7,35,Female,Data Science,20,4.1
TR03194,U00721,C0092,T0092,adavenport,20,Female,cgriffin@outlook.com,Course_92,Data Science,Beginner,3.85,Teacher_92,46,Female,Design,5,2.87
TR03195,U00638,C0186,T0083,austin36,19,Female,moyerbrian@outlook.com,Course_186,Programming,Intermediate,3.17,Teacher_83,31,Female,Marketing,16,3.1
TR03196,U02283,C0088,T0063,kristi24,16,Male,jesse44@hotmail.com,Course_88,Business,Beginner,4.58,Teacher_63,50,Male,Marketing,24,4.15
TR03197,U02464,C0013,T0084,wendy76,21,Female,timothyreilly@outlook.com,Course_13,Marketing,Intermediate,4.05,Teacher_84,33,Female,Business,25,3.41
TR03198,U02986,C0043,T0044,sanchezdustin,16,Male,zfranco@gmail.com,Course_43,Programming,Advanced,2.65,Teacher_44,28,Female,Marketing,12,3.22
TR03199,U00499,C0076,T0039,keith86,21,Male,moseschristopher@gmail.com,Course_76,Data Science,Advanced,4.64,Teacher_39,31,Male,Design,1,3.26
TR03200,U00634,C0051,T0040,bradley56,15,Female,prestonemily@gmail.com,Course_51,Business,Intermediate,5.0,Teacher_40,32,Male,Business,8,3.45
TR03201,U01674,C0019,T0007,carl17,27,Female,kimberly19@yahoo.com,Course_19,Data Science,Beginner,4.94,Teacher_7,35,Female,Data Science,20,4.1
TR03202,U02031,C0149,T0070,simmonsmartin,20,Male,crystal76@yahoo.com,Course_149,Programming,Intermediate,3.51,Teacher_70,33,Female,Design,26,3.66
TR03203,U00115,C0122,T0025,mitchellswanson,32,Female,danielmathews@hotmail.com,Course_122,Programming,Beginner,3.91,Teacher_25,39,Male,Marketing,29,4.05
TR03204,U02980,C0024,T0105,yodonnell,27,Male,richard69@hotmail.com,Course_24,Data Science,Intermediate,3.94,Teacher_105,39,Female,Data Science,14,3.5
TR03205,U00674,C0026,T0059,stephen71,21,Male,zoliver@hotmail.com,Course_26,Business,Advanced,4.55,Teacher_59,45,Female,Programming,28,3.69
TR03206,U01737,C0173,T0013,scottnelson,23,Male,daltonandrews@outlook.com,Course_173,Business,Beginner,3.64,Teacher_13,26,Female,Data Science,12,3.46
TR03207,U01258,C0156,T0103,riggsmichael,25,Male,turnerjeanette@yahoo.com,Course_156,Programming,Intermediate,4.35,Teacher_103,51,Male,Business,25,3.9
TR03208,U02254,C0120,T0104,matthewjackson,17,Female,ronaldtaylor@gmail.com,Course_120,Business,Advanced,4.37,Teacher_104,33,Male,Data Science,29,3.97
TR03209,U02295,C0082,T0086,karen59,33,Male,bishopjohn@yahoo.com,Course_82,Programming,Beginner,4.36,Teacher_86,36,Female,Programming,13,3.37
TR03210,U02806,C0100,T0113,melissaerickson,28,Male,jonesjean@yahoo.com,Course_100,Design,Advanced,3.3,Teacher_113,47,Male,Business,12,3.66
TR03211,U00147,C0157,T0081,patricklaura,30,Male,barbarapatterson@yahoo.com,Course_157,Business,Advanced,3.71,Teacher_81,29,Female,Design,2,2.93
TR03212,U02166,C0017,T0112,xcardenas,27,Male,andrew79@yahoo.com,Course_17,Business,Intermediate,3.6,Teacher_112,54,Female,Programming,5,2.94
TR03213,U00412,C0068,T0086,qwatkins,24,Female,wileyjoseph@gmail.com,Course_68,Programming,Intermediate,2.96,Teacher_86,36,Female,Programming,13,3.37
TR03214,U01688,C0044,T0098,valeriegalvan,28,Female,millerzachary@gmail.com,Course_44,Business,Advanced,3.97,Teacher_98,27,Male,Business,26,4.33
TR03215,U02411,C0061,T0062,swansonjose,31,Female,ybutler@yahoo.com,Course_61,Programming,Intermediate,3.64,Teacher_62,48,Male,Business,17,3.2
TR03216,U01533,C0123,T0008,rebecca74,16,Female,christopher19@gmail.com,Course_123,Business,Beginner,4.01,Teacher_8,35,Female,Programming,1,2.6
TR03217,U00137,C0093,T0113,lawrencesanchez,15,Female,donaldtaylor@outlook.com,Course_93,Data Science,Beginner,4.16,Teacher_113,47,Male,Business,12,3.66
TR03218,U00019,C0196,T0045,rlawson,24,Female,kingjulia@gmail.com,Course_196,Data Science,Beginner,4.01,Teacher_45,26,Male,Data Science,5,3.33
TR03219,U02243,C0074,T0018,garrettconley,16,Female,fsingh@outlook.com,Course_74,Business,Advanced,4.88,Teacher_18,57,Male,Programming,2,3.27
TR03220,U02378,C0153,T0088,kevin20,23,Male,michaelbruce@hotmail.com,Course_153,Programming,Advanced,4.25,Teacher_88,57,Male,Marketing,1,3.48
TR03221,U01960,C0067,T0060,molinacarly,19,Female,fernando50@gmail.com,Course_67,Programming,Beginner,4.62,Teacher_60,40,Male,Design,10,3.96
TR03222,U02223,C0111,T0118,wardapril,22,Female,westdana@hotmail.com,Course_111,Design,Advanced,3.98,Teacher_118,31,Female,Data Science,21,3.52
TR03223,U01002,C0002,T0060,paul47,19,Male,sara84@yahoo.com,Course_2,Design,Advanced,4.94,Teacher_60,40,Male,Design,10,3.96
TR03224,U00449,C0089,T0106,brownkaren,33,Female,ambercruz@yahoo.com,Course_89,Design,Advanced,3.46,Teacher_106,39,Female,Business,28,3.7
TR03225,U01949,C0177,T0002,iwest,19,Male,clayton00@outlook.com,Course_177,Marketing,Intermediate,4.09,Teacher_2,39,Female,Business,26,3.49
TR03226,U00946,C0198,T0066,cobbrebecca,20,Female,esmith@hotmail.com,Course_198,Programming,Advanced,3.74,Teacher_66,39,Female,Business,26,4.06
TR03227,U01378,C0026,T0091,turnerkelly,35,Male,tgarcia@yahoo.com,Course_26,Business,Advanced,4.55,Teacher_91,59,Male,Business,7,3.23
TR03228,U01523,C0200,T0014,egutierrez,16,Male,kimcolleen@yahoo.com,Course_200,Data Science,Advanced,3.77,Teacher_14,48,Female,Data Science,19,3.45
TR03229,U00141,C0099,T0048,jenkinswilliam,20,Male,nicolerodriguez@gmail.com,Course_99,Programming,Intermediate,3.65,Teacher_48,53,Female,Business,6,3.53
TR03230,U02806,C0027,T0103,melissaerickson,28,Male,jonesjean@yahoo.com,Course_27,Marketing,Intermediate,3.15,Teacher_103,51,Male,Business,25,3.9
TR03231,U01921,C0089,T0117,nguyenkayla,24,Male,masonedward@hotmail.com,Course_89,Design,Advanced,3.46,Teacher_117,56,Male,Business,16,3.28
TR03232,U02978,C0146,T0117,donaldjenkins,18,Female,veronicamurphy@outlook.com,Course_146,Design,Beginner,3.3,Teacher_117,56,Male,Business,16,3.28
TR03233,U00093,C0182,T0056,sextonelizabeth,16,Male,thomas52@gmail.com,Course_182,Programming,Advanced,4.54,Teacher_56,32,Female,Design,16,3.49
TR03234,U00239,C0001,T0012,vberg,32,Female,angelagonzalez@outlook.com,Course_1,Data Science,Advanced,4.21,Teacher_12,46,Female,Programming,14,3.61
TR03235,U00205,C0189,T0096,christinecampbell,32,Male,markmahoney@outlook.com,Course_189,Design,Advanced,4.14,Teacher_96,59,Female,Marketing,3,2.85
TR03236,U02608,C0103,T0092,tiffanylawrence,30,Male,swalsh@gmail.com,Course_103,Programming,Intermediate,3.36,Teacher_92,46,Female,Design,5,2.87
TR03237,U01457,C0131,T0055,huntertamara,27,Male,barbaramarsh@outlook.com,Course_131,Data Science,Intermediate,4.51,Teacher_55,39,Male,Marketing,20,3.76
TR03238,U00245,C0196,T0028,twilson,31,Female,kimberly44@gmail.com,Course_196,Data Science,Beginner,4.01,Teacher_28,45,Male,Programming,26,3.72
TR03239,U00832,C0041,T0110,chumphrey,20,Female,fingram@yahoo.com,Course_41,Programming,Intermediate,3.88,Teacher_110,56,Male,Programming,14,3.75
TR03240,U02973,C0165,T0089,goodwinbryan,28,Female,peter36@outlook.com,Course_165,Marketing,Intermediate,3.69,Teacher_89,47,Female,Programming,16,3.79
TR03241,U00295,C0051,T0004,jean02,29,Male,mark44@gmail.com,Course_51,Business,Intermediate,5.0,Teacher_4,45,Female,Design,25,3.4
TR03242,U02688,C0015,T0090,kimberly14,26,Female,tdiaz@hotmail.com,Course_15,Marketing,Advanced,4.24,Teacher_90,48,Male,Marketing,29,3.92
TR03243,U00856,C0008,T0036,jeffreyosborne,21,Female,abrown@yahoo.com,Course_8,Programming,Intermediate,3.97,Teacher_36,26,Male,Business,11,3.56
TR03244,U02065,C0038,T0050,mary34,20,Male,sandersvirginia@outlook.com,Course_38,Business,Advanced,4.83,Teacher_50,50,Female,Programming,20,3.91
TR03245,U00071,C0114,T0003,kevin94,30,Female,gonzalezchristine@hotmail.com,Course_114,Data Science,Beginner,4.08,Teacher_3,32,Male,Design,7,3.72
TR03246,U01293,C0083,T0001,diazraymond,33,Male,tammy31@hotmail.com,Course_83,Programming,Advanced,3.88,Teacher_1,53,Female,Business,28,3.86
TR03247,U01349,C0056,T0017,kristin57,26,Male,matthewfry@outlook.com,Course_56,Data Science,Intermediate,3.93,Teacher_17,45,Female,Data Science,28,3.97
TR03248,U00305,C0175,T0071,ypeters,22,Male,jacquelinegonzalez@yahoo.com,Course_175,Business,Advanced,3.96,Teacher_71,48,Female,Programming,21,3.99
TR03249,U01031,C0103,T0062,vasquezsarah,15,Male,ocurry@hotmail.com,Course_103,Programming,Intermediate,3.36,Teacher_62,48,Male,Business,17,3.2
TR03250,U01338,C0138,T0048,tina99,15,Male,martinleonard@gmail.com,Course_138,Data Science,Intermediate,3.36,Teacher_48,53,Female,Business,6,3.53
TR03251,U00817,C0102,T0062,xwilkins,35,Female,adaugherty@gmail.com,Course_102,Business,Beginner,4.3,Teacher_62,48,Male,Business,17,3.2
TR03252,U01127,C0078,T0069,amanda40,28,Female,rebecca93@hotmail.com,Course_78,Programming,Beginner,3.44,Teacher_69,31,Male,Programming,5,3.19
TR03253,U00821,C0177,T0019,sarawashington,23,Male,ashley12@yahoo.com,Course_177,Marketing,Intermediate,4.09,Teacher_19,36,Female,Design,2,3.54
TR03254,U00193,C0169,T0103,stevenjames,33,Male,carriedrake@yahoo.com,Course_169,Data Science,Intermediate,4.32,Teacher_103,51,Male,Business,25,3.9
TR03255,U01777,C0083,T0110,justin83,27,Male,kimberly25@hotmail.com,Course_83,Programming,Advanced,3.88,Teacher_110,56,Male,Programming,14,3.75
TR03256,U00529,C0030,T0034,tharper,25,Male,dustinsmith@yahoo.com,Course_30,Programming,Intermediate,3.79,Teacher_34,33,Female,Programming,15,3.59
TR03257,U02219,C0005,T0099,benjaminsmith,29,Male,megan60@yahoo.com,Course_5,Programming,Advanced,3.11,Teacher_99,25,Female,Data Science,16,3.5
TR03258,U00251,C0119,T0049,summersjamie,28,Female,daniel37@outlook.com,Course_119,Business,Intermediate,3.33,Teacher_49,42,Female,Marketing,13,3.68
TR03259,U01789,C0199,T0080,rodriguezjacob,33,Female,bryandennis@hotmail.com,Course_199,Marketing,Advanced,4.05,Teacher_80,57,Female,Design,15,3.35
TR03260,U02589,C0031,T0104,davidfrancis,26,Female,mercedessmith@yahoo.com,Course_31,Data Science,Intermediate,3.49,Teacher_104,33,Male,Data Science,29,3.97
TR03261,U02027,C0180,T0114,tami42,28,Male,steven35@outlook.com,Course_180,Business,Intermediate,4.31,Teacher_114,39,Male,Marketing,16,3.59
TR03262,U02464,C0023,T0047,wendy76,21,Female,timothyreilly@outlook.com,Course_23,Data Science,Beginner,3.51,Teacher_47,28,Female,Data Science,4,3.07
TR03263,U02842,C0048,T0103,rogerwalter,20,Female,ihamilton@gmail.com,Course_48,Programming,Intermediate,4.56,Teacher_103,51,Male,Business,25,3.9
TR03264,U01404,C0109,T0091,hoffmanjennifer,18,Female,browndavid@yahoo.com,Course_109,Data Science,Intermediate,3.73,Teacher_91,59,Male,Business,7,3.23
TR03265,U01168,C0040,T0105,dawn22,27,Female,jimenezlori@gmail.com,Course_40,Marketing,Advanced,3.25,Teacher_105,39,Female,Data Science,14,3.5
TR03266,U02073,C0006,T0102,parkertara,19,Female,markjohnson@yahoo.com,Course_6,Design,Beginner,4.75,Teacher_102,38,Female,Data Science,22,3.61
TR03267,U02716,C0038,T0114,fmclaughlin,27,Female,hjordan@outlook.com,Course_38,Business,Advanced,4.83,Teacher_114,39,Male,Marketing,16,3.59
TR03268,U01097,C0169,T0050,aaronhinton,29,Female,debra95@yahoo.com,Course_169,Data Science,Intermediate,4.32,Teacher_50,50,Female,Programming,20,3.91
TR03269,U02680,C0100,T0089,whaynes,19,Female,hendersonvictoria@yahoo.com,Course_100,Design,Advanced,3.3,Teacher_89,47,Female,Programming,16,3.79
TR03270,U01848,C0027,T0026,jhoward,30,Female,msmith@gmail.com,Course_27,Marketing,Intermediate,3.15,Teacher_26,27,Male,Marketing,22,3.55
TR03271,U00505,C0069,T0056,mcleanchris,17,Male,jacqueline78@yahoo.com,Course_69,Data Science,Intermediate,3.83,Teacher_56,32,Female,Design,16,3.49
TR03272,U01622,C0057,T0078,scottkennedy,15,Female,christina10@hotmail.com,Course_57,Data Science,Advanced,3.71,Teacher_78,59,Male,Programming,26,3.94
TR03273,U02384,C0017,T0014,oliverlori,22,Male,cochranjason@gmail.com,Course_17,Business,Intermediate,3.6,Teacher_14,48,Female,Data Science,19,3.45
TR03274,U02473,C0071,T0078,angela83,31,Female,scardenas@outlook.com,Course_71,Data Science,Beginner,3.3,Teacher_78,59,Male,Programming,26,3.94
